text,clean_text,sentiment,source
Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,Okay so I`m dedicating my 300th tweet to the fact that I`m going to the Apple store because there is a HUGE crack on the glass screen!,1,tsad
 If only we could ever actually be allowed to stay here and do that,If only we could ever actually be allowed to stay here and do that,1,tsad
 Let me know how that turns out!!,Let me know how that turns out!!,1,tsad
 was that sass I detect?  As long as it isn`t back sass! Haha,was that sass I detect? As long as it isn`t back sass! Haha,1,tsad
" yeah I was thinking about that ,ahaha","yeah I was thinking about that ,ahaha",2,tsad
 Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 26733333 Dont know whether that helps. Google ki jai ho,Sports Bar Shatranjanpoli Rest Ph 26498457 All Sports Bar Andheri W 267333 Dont know whether that helps. Google ki jai ho,1,tsad
I`m not sleeping at all until  accepts my appology,I`m not sleeping at all until accepts my appology,0,tsad
"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??","Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The *** ??",0,tsad
" I live for pain, bring it on","I live for pain, bring it on",1,tsad
"okay, i`m out for a while  back later!","okay, i`m out for a while back later!",1,tsad
  #powerblog What is this powerblog challenge you keep talking about?  I`m a newbie follower,#powerblog What is this powerblog challenge you keep talking about? I`m a newbie follower,1,tsad
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now #insanedefaults,2,tsad
Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,Waiting for tish to get off. Got to drive my moms CRV to pick her up all my myself and duckie. First time,1,tsad
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means ****-day cake  buy my own??","Trying to decide on a movie with the friends.. not going to well! lol :p No bible study 2nite, which means ***-day cake buy my own??",0,tsad
going to shower because i don`t want to smell at school tomorrow,going to shower because i don`t want to smell at school tomorrow,1,tsad
 Sigh... you know I am...,Sigh... you know I am...,1,tsad
"discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow","discovered cause of a bug in the new #NetPLAYER 4 build. Publishing bug fix now, hopefully new beta by tomorrow",2,tsad
Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/,Here are 4 FREE twitter tools will get you followers,1,tsad
just got home from work.... and is chugging down a big bottle of apple juice.,just got home from work... and is chugging down a big bottle of apple juice.,1,tsad
 Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,Yes it does. Please dont` go. If you die I will cry.. which normally leads to small animals getting harmed,0,tsad
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,writing report cards sooo tired but what an amazing day. check it out on fb soon!,2,tsad
 it was only once for my big brother...and I`m done now,it was only once for my big brother...and I`m done now,1,tsad
good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,good news: finally finished my #EASactive workout that has been paused for 6 hours. bad news: my resistance band is torn,1,tsad
"Well good morning all, What a wonderful day in the neighborhood  Thanks for all those that are now following another 60 this morning","Well good morning all, What a wonderful day in the neighborhood Thanks for all those that are now following another 60 this morning",2,tsad
FTSK and Mercy Mercedes were amazing tonight.. as always,FTSK and Mercy Mercedes were amazing tonight.. as always,2,tsad
  hope he is ok!,hope he is ok!,2,tsad
can`t school just be done already? it hurts too much... seeing him every day,can`t school just be done already? it hurts too much... seeing him every day,2,tsad
"I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?","I waited, listening to wind blowing through the tumbleweed? Are none of you old enough to know what to do when someone says 'Crackerack'?",1,tsad
 Hell Yeah!,Hell Yeah!,1,tsad
 HIM shirt at dinner? Do you need to ask??  Does it actually have Ville on it?,HIM shirt at dinner? Do you need to ask?? Does it actually have Ville on it?,1,tsad
 i know!!,i know!!,1,tsad
 huh what the ****? Smelly? Noooo. I love alex Vixon,huh what the ***? Smelly? Nooo. I love alex Vixon,1,tsad
"Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara","Went to a party last night. Dindin and I showed up in matching outfits ) GREAT MINDS THINK ALIKE ) Anyway, happy birthday, ate lara",2,tsad
" Happy b-day! Just woke up on this side of Earth, so wishes are bit late","Happy b-day! Just woke up on this side of Earth, so wishes are bit late",2,tsad
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD","thank you for teaching me values and to be a better person each day I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",2,tsad
HAPPY MOTHERS DAY.!,HAPPY MOTHERS DAY.!,2,tsad
" *laughs* I`m glad that you have self confidence - it`s a wonderful trait to have  I`ll applaud extra loud for it, okay?","*laughs* I`m glad that you have self confidence - it`s a wonderful trait to have I`ll applaud extra loud for it, okay?",2,tsad
  Thanks,Thanks,2,tsad
twittering after 2 days!,twittering after 2 days!,1,tsad
Getting ready for week  Its too nice today to be stuck inside working!,Getting ready for week Its too nice today to be stuck inside working!,2,tsad
I am tres depressed,I am tres depressed,0,tsad
"Felt like ****, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.","Felt like ***, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick.",0,tsad
Happy Mothers Day people. i love my mom a lot still,Happy Mothers Day people. i love my mom a lot still,2,tsad
 I`m sorry to hear that.,I`m sorry to hear that.,0,tsad
" That`s awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.","That`s awesome dude, yay for surprise celebrities! I got to meet him a few years ago, he was sooo friendly.",2,tsad
" it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!","it makes me happy to hear a girl talk, or tweet, about the nba. but... could you give my nuggets some love?!",2,tsad
Is getting the hang of Twitter.,Is getting the hang of Twitter.,1,tsad
You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,You know your neck is jacked up when you are forced to pay for parking bc you can`t turn you head to parallel park in the free spaces...,0,tsad
I want it BACK NOW!: http://bit.ly/PP1WZ,I want it BACK NOW!:,1,tsad
Going to miss my roomie ... We will no longer be roomies starting tomorrow,Going to miss my roomie ... We will no longer be roomies starting tomorrow,0,tsad
"bathing with two little angels, Keyla and Janice.","bathing with two little angels, Keyla and Janice.",1,tsad
" Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up  hehe","Yep, finished, chocked full of spelling and grammatical errors, but I`m cleaning it up tomorrow and popping it up hehe",0,tsad
 HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,HAHAHHA lol true that! i always remember my BD but i can never remember what date or even day it is,1,tsad
"Family is here,hanging with them","Family is here,hanging with them",1,tsad
Watching Ellen Love her!! then doing the dishes  and tanning ...it`s gorgeous out!,Watching Ellen Love her!! then doing the dishes and tanning ...it`s gorgeous out!,2,tsad
 what`s goin on hun?  I`m worried about you,what`s goin on hun? I`m worried about you,0,tsad
 Im not bannished... but I am at work till 6,Im not bannished... but I am at work till 6,0,tsad
" Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.","Morning! If I get to see it, I`ll let you know. Right now, I`m going to go see Wolverine.",1,tsad
" red top tabloids, build em up, knock em down","red top tabloids, build em up, knock em down",1,tsad
tonight in party w/ my girls (minus vita),tonight in party w/ my girls (minus vita),2,tsad
  why not now you made me sad I thought you`d be jumping for joy,why not now you made me sad I thought you`d be jumping for joy,1,tsad
 Simple my a#@,Simple my a#@,1,tsad
"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now","The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",1,tsad
" I saw the play of it here, it was amazing","I saw the play of it here, it was amazing",2,tsad
 _ i am glad to break my twitter virginity with you two.,_ i am glad to break my twitter virginity with you two.,2,tsad
Dinner with the fam... I have missed them,Dinner with the fam... I have missed them,0,tsad
"_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.","_Live That`s what I want. More the better. Bound to be a few bad eggs though, but they will soon learn.",1,tsad
Hell yeah Kellynn got a Twitter. Finally.,Hell yeah Kellynn got a Twitter. Finally.,1,tsad
" I know   It was worth a shot, though!","I know It was worth a shot, though!",2,tsad
"Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better","Just opened a facebook account, I`m a little confused I don`t really get it. Twitter seems much better",2,tsad
Ship. I`m stuck.,Ship. I`m stuck.,0,tsad
DUSTBIN BABY ON AT 11.30 Cannot wait  x,DUSTBIN BABY ON AT 11.30 Cannot wait x,2,tsad
" Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life!  x","Not going to dwell on it. It happened, it`s passed. Just a shame as he was so supportive! Such is life! x",0,tsad
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters,It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today #wieters,1,tsad
Home empty handed.  No comics found today.  I shall now indulge in my cupcakes from Magnolia Bakery.,Home empty handed. No comics found today. I shall now indulge in my cupcakes from Magnolia Bakery.,1,tsad
Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,Laying in bed til workkk... Oh the life. Definitely pinched a nerve.,0,tsad
today is a busy day. exhausting!,today is a busy day. exhausting!,0,tsad
